Date,Open,High,Low,Close,AdjClose,Volume
2018/8/28,210.880005,211.199997,210.009995,210.770004,210.770004,2885200
2018/8/29,211,211.320007,210.179993,211.270004,211.270004,3176900
2018/8/30,211.080002,211.300003,209.669998,209.75,209.75,4737900
2018/8/31,210,210.300003,208.100006,208.720001,208.720001,4526200
2018/9/4,209.210007,210.100006,208.039993,210.050003,210.050003,2775800
2018/9/5,209.809998,212.460007,209.490005,212.259995,212.259995,3708900
2018/9/6,211.600006,213.399994,211.570007,212.880005,212.880005,3601800
2018/9/7,212.5,214.470001,212.5,214.039993,214.039993,4050100
2018/9/10,215,216.270004,214.419998,215.110001,215.110001,4137200
2018/9/11,214.039993,215.869995,212.759995,215.100006,215.100006,3601500
2018/9/12,214.539993,215.429993,214.149994,214.589996,214.589996,3463200
